   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16       113        97  0.757601  0.757812  0.001241 0.0851883
     2      16       453       437   1.70668   2.65625  0.001171 0.0721218
     3      16      1016      1000   2.60372   4.39844  0.001433 0.0446497
     4      16      1230      1214   2.37071   1.67188  0.001253 0.0518212
     5      16      1476      1460   2.28087   1.92188  0.001649  0.052403
     6      16      1910      1894   2.46575   3.39062  0.001847 0.0503917
     7      16      2438      2422   2.70271     4.125  0.026229 0.0461127
     8      16      3013      2997   2.92632   4.49219  0.012526 0.0425171
     9      16      3700      3684   3.19745   5.36719  0.058611 0.0389157
    10      16      4640      4624   3.61199   7.34375  0.001168 0.0344477
    11      16      5413      5397   3.83256   6.03906  0.066371 0.0325358
    12      16      6139      6123   3.98578   5.67188  0.001195 0.0312726
    13      16      6741      6725   4.04092   4.70312  0.001264 0.0308726
    14      16      7618      7602   4.24163   6.85156   0.00122 0.0294182
    15      16      8481      8465   4.40828   6.74219    0.0013 0.0283274
    16      16     13691     13675   6.67638   40.7031  0.003577 0.0187187
    17      16     18973     18957   8.71073   41.2656  0.001776 0.0143467
    18      15     24410     24395   10.5867   42.4844  0.003987 0.0118042
    19      16     29762     29746   12.2295   41.8047  0.002284 0.0102187
2014-11-23 07:56:15.134924min lat: 0.000973 max lat: 1.37327 avg lat: 0.00906107
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      15     35326     35311   13.7916   43.4766    0.00270.00906107
    21      16     40872     40856   15.1974   43.3203  0.0018580.00822207
    22      16     46380     46364   16.4624   43.0312  0.0034150.00759075
    23      16     51922     51906   17.6289   43.2969  0.0033370.00708847
    24      16     57341     57325   18.6581   42.3359  0.0039040.00669733
    25      15     62807     62792     19.62   42.7109  0.0028170.00636903
    26      16     68196     68180   20.4842   42.0938  0.0026410.00610027
    27      15     73478     73463    21.254   41.2734  0.0020340.00587923
    28      15     78839     78824   21.9905   41.8828  0.0024350.00568233
    29      16     83948     83932   22.6082   39.9062   0.002840.00552688
    30      15     89376     89361   23.2682   42.4141  0.0036890.00537008
    31      16     94755     94739   23.8728   42.0156  0.0033660.00523414
    32      16     99976     99960   24.4012   40.7891  0.0038570.00512073
    33      15    105215    105200   24.9022   40.9375  0.0036420.00501777
    34      16    110625    110609   25.4125   42.2578  0.0023710.00491682
    35      16    116240    116224   25.9396   43.8672  0.0016890.00481704
    36      16    121661    121645   26.3953   42.3516  0.0014940.00473387
    37      15    126716    126701   26.7494      39.5  0.0031050.00467113
    38      16    131506    131490   27.0299   37.4141  0.0020050.00462244
    39      15    136276    136261   27.2925   37.2734  0.0034590.00457812
2014-11-23 07:56:35.137327min lat: 0.000973 max lat: 1.37327 avg lat: 0.00453908
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16    140975    140959   27.5276   36.7031  0.0027310.00453908
 Total time run:        40.695425
Total reads made:     144512
Read size:            8192
Bandwidth (MB/sec):    27.743 

Average Latency:       0.00450401
Max latency:           1.37327
Min latency:           0.000973
