 Maintaining 16 concurrent writes of 2097152 bytes for up to 300 seconds or 0 objects
 Object prefix: benchmark_data_c26ec1c5d7b4_12953
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16        51        35   69.9794        70  0.082316  0.245188
     2      16        83        67    66.985        64  0.857642  0.382555
     3      16       115        99   65.9874        64   0.96874  0.414953
     4      16       148       132   65.9886        66   0.13172  0.442974
     5      16       180       164   65.5892        64  0.102701  0.451389
     6      16       212       196    65.323        64  0.109325  0.459951
     7      16       250       234   66.8469        76   0.13449  0.455549
     8      16       285       269   67.2399        70  0.817232  0.456793
     9      16       321       305   67.7677        72  0.793745  0.455005
    10      15       355       340     67.99        70  0.110379  0.457954
    11      16       387       371   67.4447        62   0.09848  0.451057
    12      16       387       371   61.8244         0         -  0.451057
    13      16       402       386   59.3761        15   1.48775  0.500907
    14      16       433       417    59.563        62  0.246945  0.516875
    15      16       435       419   55.8588         4  0.579366  0.517174
    16      16       441       425   53.1174        12   2.57563  0.541402
    17      16       471       455   53.5218        60   0.25392  0.592252
    18      16       511       495   54.9923        80  0.683692  0.570209
    19      16       545       529   55.6764        68  0.740258  0.565026
2014-11-23 17:03:07.365709min lat: 0.06992 max lat: 3.39399 avg lat: 0.555405
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16       582       566   56.5921        74   1.03542  0.555405
    21      16       596       580   55.2304        28   1.05858  0.561678
    22      16       610       594   53.9925        28   1.41823  0.574301
    23      16       624       608   52.8623        28   1.11838  0.585419
    24      16       640       624   51.9929        32  0.663213  0.597029
    25      16       642       626   50.0732         4   1.09628  0.598451
    26      16       681       665   51.1469        78   0.07157  0.618471
    27      16       715       699   51.7707        68  0.110041  0.608129
    28      16       748       732   52.2786        66  0.840326  0.603546
    29      16       765       749   51.6482        34  0.953717   0.59916
    30      16       767       751   50.0599         4   2.25206  0.602399
    31      16       767       751   48.4451         0         -  0.602399
    32      16       778       762   47.6186        11   4.17159  0.640749
    33      16       829       813   49.2662       102  0.098738  0.643782
