 Maintaining 16 concurrent writes of 2097152 bytes for up to 300 seconds or 0 objects
 Object prefix: benchmark_data_aac91394a5b2_2598
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16        48        32   63.9795        64  0.823287  0.340311
     2      16        78        62   61.9849        60  0.168774  0.409951
     3      16       116       100   66.6528        76  0.468725  0.437754
     4      16       146       130   64.9877        60   0.73047   0.45161
     5      16       170       154   61.5891        48  0.382459  0.441324
     6      16       210       194   64.6557        80  0.148581  0.467938
     7      16       242       226   64.5608        64  0.568083  0.465023
     8      16       273       257   64.2397        62   1.06027  0.472006
     9      16       309       293   65.1009        72   0.13288   0.47498
    10      16       342       326   65.1901        66  0.254007  0.465899
    11      16       379       363     65.99        74  0.359999  0.464928
    12      16       412       396   65.9902        66  0.546529  0.472503
    13      16       443       427   65.6826        62  0.528444  0.473315
    14      16       472       456   65.1333        58  0.187933   0.47856
    15      16       491       475   63.3242        38  0.131757  0.480609
    16      16       499       483   60.3664        16  0.221701  0.476136
    17      16       502       486   57.1684         6  0.091005  0.476861
    18      16       509       493   54.7701        14   3.75537  0.519616
    19      16       555       539   56.7289        92   0.11357  0.555776
2014-11-25 13:12:57.993182min lat: 0.091005 max lat: 5.36859 avg lat: 0.549552
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16       588       572   57.1921        66  0.642034  0.549552
    21      16       621       605   57.6111        66  0.638124  0.546614
    22      16       658       642   58.3556        74  0.852672  0.539463
    23      16       687       671   58.3398        58   0.17895  0.533786
    24      16       708       692   57.6588        42  0.345142  0.542324
    25      16       722       706   56.4723        28   1.12382  0.553721
    26      16       734       718   55.2232        24   1.12172  0.564994
    27      16       749       733   54.2889        30   3.01213  0.570247
    28      16       762       746   53.2785        26   1.74316  0.578694
    29      16       792       776     53.51        60   0.42941  0.592426
    30      16       829       813   54.1926        74   1.12551  0.581996
    31      16       860       844   54.4442        62  0.161058  0.578546
    32      16       896       880   54.9925        72   1.14715  0.577959
    33      16       929       913   55.3258        66   1.10076  0.570106
    34      16       963       947   55.6983        68  0.131641   0.56786
    35      16       993       977    55.821        60   1.30949  0.565437
    36      16      1016      1000   55.5481        46  0.993831  0.568708
    37      16      1016      1000   54.0468         0         -  0.568708
    38      16      1019      1003   52.7824         3   2.56881  0.575148
    39      16      1024      1008   51.6854        10  0.093216   0.57745
2014-11-25 13:13:17.995744min lat: 0.091005 max lat: 5.36859 avg lat: 0.604083
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16      1063      1047    52.343        78  0.349684  0.604083
    41      16      1067      1051   51.2614         8  0.102556  0.603709
    42      16      1069      1053   50.1362         4  0.087132  0.604434
    43      16      1069      1053   48.9702         0         -  0.604434
    44      16      1069      1053   47.8573         0         -  0.604434
    45      16      1069      1053   46.7938         0         -  0.604434
    46      16      1070      1054     45.82       0.5   6.22214  0.609764
    47      16      1074      1058   45.0153         8   6.59448  0.626912
    48      16      1076      1060   44.1608         4  0.097224  0.632789
    49      16      1076      1060   43.2596         0         -  0.632789
    50      16      1076      1060   42.3944         0         -  0.632789
    51      16      1101      1085   42.5435   16.6667  0.286672  0.749609
    52      16      1136      1120   43.0713        70  0.163431  0.737179
    53      16      1167      1151   43.4283        62  0.997725  0.730493
    54      16      1202      1186   43.9202        70  0.226361   0.72113
    55      16      1236      1220   44.3578        68  0.129741  0.713266
    56      16      1267      1251   44.6727        62  0.983523  0.711136
    57      16      1292      1276   44.7661        50    1.3448  0.707124
    58      16      1310      1294   44.6149        36   0.12611  0.707912
    59      16      1311      1295   43.8926         2   2.66967  0.709427
2014-11-25 13:13:37.998224min lat: 0.087132 max lat: 11.5523 avg lat: 0.716471
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    60      16      1349      1333   44.4275        76  0.647666  0.716471
    61      16      1386      1370   44.9122        74  0.877881  0.707883
    62      16      1420      1404   45.2844        68  0.152791    0.7013
    63      16      1450      1434   45.5179        60   1.52205  0.698011
    64      16      1486      1470   45.9315        72  0.181067  0.693413
    65      16      1516      1500   46.1478        60  0.323148  0.687155
    66      16      1552      1536   46.5394        72  0.305218  0.683719
    67      16      1575      1559   46.5312        46   1.02064  0.686287
    68      16      1613      1597   46.9645        76  0.113461  0.678255
    69      16      1628      1612   46.7185        30  0.457258  0.677132
    70      16      1628      1612   46.0511         0         -  0.677132
    71      16      1628      1612   45.4025         0         -  0.677132
    72      16      1628      1612    44.772         0         -  0.677132
    73      16      1629      1613   44.1861       0.5   4.68609  0.679617
    74      16      1629      1613    43.589         0         -  0.679617
    75      16      1629      1613   43.0078         0         -  0.679617
    76      16      1629      1613   42.4419         0         -  0.679617
    77      16      1630      1614   41.9167       0.5   8.08446  0.684205
    78      16      1630      1614   41.3793         0         -  0.684205
    79      16      1637      1621   41.0327         7    10.007  0.725258
2014-11-25 13:13:58.000695min lat: 0.087132 max lat: 11.6578 avg lat: 0.735506
