   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16       127       111   110.966       111  0.296846  0.125854
     2      16       238       222   110.969       111  0.029917  0.132069
     3      16       349       333   110.967       111  0.206017  0.139948
     4      16       463       447    111.72       114  0.115029  0.139177
     5      16       573       557    111.37       110  0.016374  0.139126
     6      16       686       670   111.639       113  0.341236  0.140271
     7      16       799       783   111.832       113  0.082979   0.14007
     8      16       911       895   111.851       112  0.063336  0.140172
     9      16      1022      1006   111.755       111  0.024347  0.141069
    10      16      1134      1118   111.778       112  0.038633  0.140742
    11      16      1246      1230   111.797       112   0.43845   0.14089
    12      16      1358      1342   111.812       112  0.416968  0.141074
    13      16      1470      1454   111.826       112  0.015296  0.141175
    14      16      1583      1567   111.908       113  0.396262  0.141548
    15      16      1694      1678   111.847       111   0.01644   0.14146
    16      16      1805      1789   111.793       111  0.033793  0.141884
    17      16      1918      1902   111.863       113  0.037449  0.141369
    18      16      2030      2014    111.87       112  0.242957  0.142249
    19      16      2141      2125   111.823       111  0.046131  0.141816
2014-11-25 08:00:13.026438min lat: 0.014456 max lat: 0.547993 avg lat: 0.141774
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16      2254      2238   111.881       113  0.065979  0.141774
    21      16      2366      2350   111.886       112  0.074803  0.141852
    22      16      2477      2461   111.845       111  0.038165   0.14224
    23      16      2589      2573   111.851       112  0.216571  0.142355
    24      16      2703      2687    111.94       114  0.241065  0.142457
    25      16      2814      2798   111.902       111  0.040631  0.142154
    26      16      2927      2911   111.944       113  0.367155  0.142132
    27      16      3037      3021   111.871       110  0.039688  0.142194
    28      16      3150      3134   111.911       113   0.44578   0.14221
    29      16      3261      3245   111.879       111  0.047538  0.142013
    30      16      3371      3355   111.816       110   0.03177  0.142253
    31      16      3485      3469   111.886       114  0.037671  0.142266
    32      16      3596      3580   111.858       111  0.324057  0.142438
    33      16      3708      3692   111.861       112  0.143659  0.142528
    34      16      3821      3805   111.894       113  0.030647   0.14227
    35      16      3932      3916   111.868       111  0.070505  0.142265
    36      16      4045      4029   111.899       113  0.305048  0.142428
    37      16      4157      4141   111.902       112  0.030597  0.142276
    38      16      4269      4253   111.904       112  0.054643  0.142444
    39      16      4381      4365   111.906       112  0.027504  0.142544
2014-11-25 08:00:33.029199min lat: 0.014456 max lat: 0.547993 avg lat: 0.142392
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16      4492      4476   111.883       111  0.020889  0.142392
    41      16      4603      4587   111.861       111  0.040633  0.142438
    42      16      4716      4700   111.888       113  0.043504  0.142518
    43      13      4816      4803   111.681       103  0.276171  0.142511
 Total time run:        43.031431
Total reads made:     4816
Read size:            1048576
Bandwidth (MB/sec):    111.918 

Average Latency:       0.142905
Max latency:           0.547993
Min latency:           0.014456
