   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16       103        87   21.7437     21.75  0.123942  0.130074
     2      16       255       239   29.8686        38  0.219316  0.127124
     3      16       433       417   34.7437      44.5  0.014653  0.109761
     4      16       649       633    39.556        54  0.199673 0.0996738
     5      16       894       878   43.8931     61.25  0.018837 0.0888081
     6      16      1062      1046   43.5768        42  0.008503 0.0892812
     7      16      1120      1104   39.4228      14.5  0.007205 0.0912789
     8      16      1156      1140   35.6199         9  0.007286 0.0967975
     9      16      1251      1235   34.3008     23.75  0.010602  0.115966
    10      16      1507      1491   37.2699        64  0.073244  0.105477
    11      16      1755      1739   39.5174        62  0.010886  0.100013
    12      16      1976      1960   40.8279     55.25  0.029361  0.097091
    13      16      2144      2128   40.9176        42  0.004834 0.0956637
    14      16      2388      2372   42.3516        61  0.233977 0.0936608
    15      16      2548      2532   42.1945        40  0.024654 0.0929939
    16      16      2723      2707   42.2914     43.75   0.01093  0.093233
    17      16      2856      2840   41.7593     33.25   0.94643 0.0936627
    18      16      3122      3106   43.1333      66.5  0.047019  0.092532
    19      16      3455      3439   45.2442     83.25  0.037484 0.0879335
2014-11-25 20:56:07.830502min lat: 0.004306 max lat: 2.76957 avg lat: 0.086305
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16      3700      3684   46.0441     61.25  0.006894  0.086305
    21      16      3862      3846   45.7799      40.5  0.005496 0.0859946
    22      16      4125      4109   46.6872     65.75  0.020226 0.0852246
    23      16      4432      4416   47.9939     76.75  0.046499 0.0828833
    24      16      4718      4702    48.973      71.5  0.029937 0.0813069
    25      16      5027      5011   50.1037     77.25  0.014946 0.0794035
    26      16      5263      5247   50.4455        59  0.013509  0.078912
    27      16      5580      5564    51.512     79.25  0.033817 0.0775448
    28      16      6000      5984   53.4218       105  0.005066 0.0747129
    29      16      6275      6259   53.9501     68.75  0.014244 0.0739637
    30      16      6400      6384   53.1933     31.25  0.012952 0.0737314
    31      16      6401      6385   51.4855      0.25   1.26579 0.0739181
    32      16      6409      6393   49.9391         2   2.89684 0.0754573
    33      16      6447      6431   48.7136       9.5   3.21737  0.078893
    34      16      6456      6440   47.3471      2.25  0.007226 0.0793476
    35      16      6456      6440   45.9943         0         - 0.0793476
    36      16      6461      6445   44.7515     0.625   3.35417 0.0803114
    37      16      6492      6476   43.7514      7.75  0.013816 0.0826116
    38      16      6526      6510   42.8237       8.5  0.006524 0.0836564
    39      16      6577      6561   42.0526     12.75  0.004378 0.0921584
2014-11-25 20:56:27.832802min lat: 0.004097 max lat: 8.62706 avg lat: 0.0946999
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16      6699      6683   41.7637      30.5  0.005487 0.0946999
    41      16      7033      7017   42.7814      83.5  0.108323 0.0933437
    42      16      7448      7432   44.2327    103.75  0.010628 0.0902334
    43      16      7754      7738   44.9829      76.5  0.007669 0.0887506
    44      16      8061      8045   45.7046     76.75  0.128319 0.0873947
    45      16      8374      8358   46.4277     78.25  0.006933  0.085895
    46      16      8731      8715   47.3583     89.25  0.012007 0.0843821
    47      16      9156      9140   48.6111    106.25  0.009141 0.0821787
    48      16      9605      9589   49.9365    112.25  0.007023 0.0800371
    49      16     10051     10035   51.1926     111.5  0.015813 0.0780817
    50      16     10484     10468   52.3335    108.25  0.099676 0.0763981
    51      16     10931     10915   53.4982    111.75  0.065556 0.0747269
