   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16       418       402    100.44     100.5  0.005291 0.0370047
     2      16       560       544   67.9747      35.5   0.00503 0.0516999
     3      16       749       733   61.0647     47.25  0.013479 0.0639609
     4      16       947       931   58.1723      49.5  0.004417 0.0661138
     5      16      1081      1065   53.2376      33.5  0.012093 0.0729399
     6      16      1348      1332    55.488     66.75  0.004313 0.0701571
     7      16      1496      1480   52.8465        37  0.007118  0.073881
     8      16      1666      1650   51.5526      42.5  0.004409 0.0759563
     9      16      1810      1794   49.8242        36  0.004254 0.0772493
    10      16      1909      1893   47.3166     24.75  0.692713 0.0821324
    11      16      2183      2167   49.2415      68.5  0.019235 0.0809093
    12      16      2344      2328   48.4918     40.25  0.004506 0.0810909
    13      16      2550      2534   48.7227      51.5  0.005041 0.0814425
    14      16      2716      2700   48.2065      41.5  0.004631 0.0816929
    15      16      2843      2827   47.1092     31.75  0.004715 0.0828569
    16      16      3025      3009   47.0083      45.5  0.004602 0.0839199
    17      16      3184      3168    46.581     39.75  0.177682 0.0846985
    18      16      3345      3329    46.229     40.25  0.004504 0.0853996
    19      16      3458      3442   45.2826     28.25  0.004428 0.0871295
2014-11-25 01:17:35.434685min lat: 0.004081 max lat: 0.966869 avg lat: 0.0882209
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16      3598      3582   44.7683        35  0.005276 0.0882209
    21      15      4022      4007   47.6953    106.25  0.067594 0.0837333
    22      16      4468      4452   50.5833    111.25   0.00857 0.0789623
    23      16      4915      4899   53.2418    111.75  0.008819 0.0750215
    24      16      5353      5337    55.585     109.5   0.01878 0.0718058
    25      16      5797      5781   57.8008       111  0.019137  0.069117
    26      16      6242      6226   59.8559    111.25  0.006034 0.0667309
    27      16      6684      6668   61.7309     110.5  0.007735 0.0647166
    28      16      7131      7115   63.5165    111.75  0.006804 0.0628957
    29      16      7577      7561   65.1704     111.5  0.035024 0.0613264
    30      16      8019      8003   66.6807     110.5  0.057006 0.0599354
    31      16      8328      8312   67.0211     77.25  0.004392  0.058922
    32      16      8328      8312   64.9268         0         -  0.058922
    33      16      8514      8498   64.3683     23.25  0.065269 0.0620877
    34      16      8960      8944   65.7539     111.5  0.005768 0.0607823
    35      16      9396      9380   66.9891       109  0.075618 0.0596621
    36      16      9688      9672   67.1558        73  0.004319 0.0589264
    37      16      9688      9672   65.3408         0         - 0.0589264
    38      16      9688      9672   63.6215         0         - 0.0589264
    39      16     10050     10034   64.3103   30.1667   0.03876 0.0621618
2014-11-25 01:17:55.438106min lat: 0.004081 max lat: 2.64802 avg lat: 0.0610156
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16     10495     10479   65.4833    111.25  0.033983 0.0610156
    41      16     10941     10925   66.6051     111.5  0.072868 0.0600152
    42      16     11388     11372   67.6794    111.75  0.017975 0.0590499
    43      16     11832     11816   68.6865       111  0.029457 0.0581944
    44      16     11962     11946    67.864      32.5  0.004233 0.0579173
    45      16     11962     11946    66.356         0         - 0.0579173
    46      16     11962     11946   64.9135         0         - 0.0579173
    47      16     12042     12026   63.9579   6.66667  0.004922 0.0624949
    48      16     12490     12474   64.9584       112  0.013338 0.0615281
    49      16     12825     12809   65.3417     83.75  0.004269  0.060824
    50      16     13165     13149   65.7346        85  0.058793 0.0608207
    51      15     13605     13590   66.6072    110.25  0.036035  0.060021
    52      16     14052     14036   67.4702     111.5  0.091003 0.0592418
    53      16     14499     14483   68.3054    111.75  0.060214 0.0585309
    54      16     14941     14925   69.0864     110.5  0.064133 0.0578659
    55      16     15365     15349   69.7573       106  0.004192 0.0570647
    56      16     15365     15349   68.5117         0         - 0.0570647
    57      16     15465     15449   67.7483      12.5  0.055459  0.059018
    58      16     15906     15890   68.4808    110.25   0.07511 0.0583794
    59      16     16352     16336   69.2097     111.5  0.065292 0.0577639
2014-11-25 01:18:15.440890min lat: 0.004081 max lat: 3.6441 avg lat: 0.0571969
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    60      16     16795     16779   69.9018    110.75  0.009378 0.0571969
    61      16     17236     17220    70.563    110.25  0.005092 0.0566566
 Total time run:        61.616586
Total reads made:     17492
Read size:            262144
Bandwidth (MB/sec):    70.971 

Average Latency:       0.0563573
Max latency:           3.6441
Min latency:           0.004081
