   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16       282       266   16.6202    16.625  0.078352 0.0506038
     2      16       378       362   11.3101         6  0.987865  0.080332
     3      16       443       427    8.8943    4.0625  0.003368  0.090254
     4      16       685       669   10.4516    15.125    0.0036 0.0934293
     5      16       993       977   12.2108     19.25  0.003149 0.0806226
     6      16      1415      1399   14.5709    26.375  0.003333 0.0676585
     7      16      1828      1812   16.1764   25.8125  0.048106 0.0614415
     8      16      2065      2049   16.0057   14.8125  0.445727 0.0604504
     9      16      2350      2334   16.2062   17.8125  0.003711 0.0612611
    10      16      3073      3057   19.1038   45.1875  0.003169 0.0520168
    11      16      3614      3598   20.4406   33.8125  0.002436 0.0485542
    12      16      4205      4189   21.8149   36.9375  0.004039 0.0454726
    13      16      4963      4947   23.7807    47.375  0.003146 0.0419846
    14      16      5589      5573   24.8764    39.125  0.004745 0.0397111
    15      16      5654      5638   23.4887    4.0625   0.00319 0.0406769
    16      16      5682      5666   22.1301      1.75  0.003993 0.0423753
    17      16      6133      6117   22.4863   28.1875  0.002285 0.0442434
    18      16      6714      6698   23.2542   36.3125  0.003122 0.0428127
    19      16      7453      7437   24.4609   46.1875  0.001871 0.0407144
2014-11-25 20:17:12.936294min lat: 0.001667 max lat: 2.34862 avg lat: 0.0358201
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16      8946      8930   27.9029   93.3125  0.004568 0.0358201
    21      16     10265     10249   30.4993   82.4375  0.013862 0.0327746
    22      16     11523     11507   32.6864    78.625  0.050743 0.0305557
    23      15     12887     12872    34.974   85.3125   0.00864  0.028585
    24      16     14189     14173   36.9044   81.3125  0.006258 0.0270878
    25      16     15064     15048   37.6155   54.6875  0.004082 0.0265063
    26      16     15950     15934   38.2983    55.375  0.004288 0.0260953
    27      16     16786     16770   38.8147     52.25   0.00278 0.0257319
    28      16     17635     17619   39.3234   53.0625  0.002721 0.0253858
    29      16     18489     18473   39.8077    53.375  0.002637 0.0250955
    30      16     19837     19821   41.2888     84.25   0.00578 0.0242098
    31      16     21517     21501   43.3436       105  0.010143 0.0230639
    32      16     23189     23173   45.2543     104.5  0.025157 0.0220795
    33      16     24702     24686   46.7481   94.5625  0.002418 0.0213666
    34      16     26429     26413   48.5475   107.938  0.009347 0.0205929
    35      16     27978     27962   49.9261   96.8125  0.010404 0.0200239
    36      16     29604     29588   51.3619   101.625  0.042219 0.0194531
    37      16     30752     30736   51.9127     71.75  0.018095 0.0192283
    38      16     31382     31366   51.5826    39.375  0.002014 0.0193338
    39      16     31930     31914   51.1381     34.25   0.13121 0.0194788
2014-11-25 20:17:32.938707min lat: 0.001667 max lat: 2.34862 avg lat: 0.0196774
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16     32495     32479   50.7423   35.3125  0.008399 0.0196774
    41      16     33381     33365   50.8551    55.375  0.002378 0.0196401
    42      16     34020     34004   50.5951   39.9375  0.003616 0.0197317
    43      16     34651     34635   50.3355   39.4375  0.002069 0.0198181
    44      16     35375     35359   50.2198     45.25  0.002037 0.0198687
    45      16     36193     36177   50.2398    51.125  0.002058 0.0198881
    46      15     37623     37608   51.0917   89.4375  0.002388 0.0195685
    47      15     39397     39382   52.3634   110.875  0.008151 0.0190935
    48      16     41117     41101   53.5105   107.438  0.008129 0.0186838
    49      16     42896     42880   54.6873   111.188  0.004563 0.0182815
    50      16     44661     44645   55.7995   110.312  0.005497 0.0179165
    51      16     46425     46409   56.8669    110.25  0.042239 0.0175788
    52      15     48120     48105   57.8115       106  0.004951 0.0172805
    53      16     49881     49865    58.796       110  0.026929 0.0170041
    54      15     51510     51495   59.5935   101.875  0.027763 0.0167767
    55      16     53258     53242    60.495   109.188  0.003144 0.0165259
    56      16     54878     54862   61.2225    101.25  0.004587 0.0163305
    57      16     56323     56307   61.7327   90.3125  0.002779 0.0161936
    58      16     57910     57894   62.3782   99.1875  0.003545 0.0160266
    59      16     59590     59574   63.1004       105  0.003274 0.0158442
2014-11-25 20:17:52.941161min lat: 0.001667 max lat: 2.34862 avg lat: 0.0156762
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    60      16     61241     61225   63.7683   103.188  0.002922 0.0156762
    61      16     62816     62800   64.3365   98.4375  0.006264 0.0155388
    62      16     64437     64421   64.9325   101.312   0.00254 0.0153975
    63      16     65920     65904   65.3729   92.6875  0.003223 0.0152931
    64      16     67609     67593   66.0007   105.562  0.009052 0.0151475
    65      16     69183     69167   66.4985    98.375  0.012284 0.0150349
    66      16     70793     70777   67.0154   100.625  0.013436 0.0149188
    67      16     72502     72486   67.6092   106.812  0.004689 0.0147863
    68      16     74071     74055   68.0569   98.0625  0.002287 0.0146788
    69      16     75529     75513    68.391    91.125  0.003656 0.0146163
 Total time run:        69.265269
Total reads made:     75952
Read size:            65536
Bandwidth (MB/sec):    68.534 

Average Latency:       0.0145897
Max latency:           2.34862
Min latency:           0.001667
