 Maintaining 16 concurrent writes of 4096 bytes for up to 300 seconds or 0 objects
 Object prefix: benchmark_data_6cd5e455ac71_269
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16      2362      2346   9.16174   9.16406   0.00529 0.0067677
     2      16      4518      4502   8.79129   8.42188  0.0108930.00708557
     3      16      6135      6119   7.96614   6.31641  0.0099260.00782624
     4      16      7208      7192   7.02237   4.19141  0.0037410.00887898
     5      16      8381      8365   6.53422   4.58203  0.0026890.00895016
     6      16      8717      8701   5.66393    1.3125  0.008319 0.0110216
     7      16     10280     10264    5.7269   6.10547   0.00371 0.0109036
     8      16     12495     12479   6.09246   8.65234  0.006929 0.0102501
     9      16     14122     14106    6.1216   6.35547  0.002165 0.0101634
    10      16     16246     16230   6.33903   8.29688  0.0126630.00985339
    11      16     17793     17777   6.31205   6.04297  0.0027510.00963606
    12      16     18623     18607   6.05621   3.24219  0.005968 0.0103146
    13      16     18776     18760   5.63632  0.597656  0.001837 0.0107307
    14      16     18776     18760   5.23373         0         - 0.0107307
    15      16     18996     18980   4.94212  0.429688  0.002488 0.0124575
    16      16     19021     19005   4.63934 0.0976562  0.001884 0.0127146
    17      16     19402     19386   4.45398   1.48828  0.001753  0.013833
    18      16     19487     19471   4.22498  0.332031    0.4899 0.0141805
    19      16     19542     19526   4.01392  0.214844  0.001842 0.0154334
2014-11-24 21:17:32.320913min lat: 0.001533 max lat: 1.96075 avg lat: 0.0154334
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16     19542     19526   3.81323         0         - 0.0154334
    21      16     19542     19526   3.63165         0         - 0.0154334
    22      16     19542     19526   3.46657         0         - 0.0154334
    23      16     19583     19567   3.32282 0.0400391  0.002687 0.0180834
    24      16     19841     19825   3.22636   1.00781   0.00192 0.0192388
    25      16     19944     19928   3.11339  0.402344  0.005019  0.020026
    26      16     20208     20192   3.03331   1.03125  0.009188 0.0205966
    27      16     20418     20402   2.95134  0.820312  0.002392 0.0207392
    28      16     20418     20402   2.84594         0         - 0.0207392
    29      16     20512     20496   2.76046  0.183594  0.001989 0.0225393
    30      16     20513     20497   2.668580.00390625  0.243205 0.0225501
    31      16     20540     20524    2.5859  0.105469  0.001826  0.023442
    32      16     20607     20591   2.51327  0.261719  0.001878 0.0245073
    33      16     20696     20680   2.44764  0.347656  0.258694 0.0252431
    34      16     20907     20891   2.39989  0.824219  0.002212 0.0260273
    35      16     21061     21045   2.34851  0.601562  0.002092 0.0262268
    36      16     21176     21160   2.29575  0.449219  0.001988 0.0266787
    37      16     21202     21186   2.23645  0.101562  0.001913 0.0269107
    38      16     21271     21255   2.18469  0.269531  0.001893 0.0281227
