   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16        23         7  0.437387    0.4375  0.002223  0.003707
     2      16       711       695   21.7144        43  0.003033 0.0458526
     3      16      2463      2447    50.969     109.5  0.005885 0.0195616
     4      16      4070      4054   63.3324   100.438  0.009544 0.0157652
     5      16      5783      5767   72.0754   107.062  0.004819 0.0138461
     6      16      7515      7499   78.1021    108.25  0.002863 0.0127824
     7      16      9232      9216   82.2728   107.312  0.013723 0.0121417
     8      16     10990     10974   85.7213   109.875  0.006146 0.0116531
     9      16     12747     12731   88.3963   109.812  0.027241 0.0112991
    10      16     14508     14492   90.5614   110.062   0.00333 0.0110319
    11      16     16272     16256     92.35    110.25  0.004009 0.0108156
    12      16     18025     18009   93.7833   109.562  0.015761  0.010656
    13      16     19795     19779   95.0778   110.625  0.003257 0.0105072
    14      16     21541     21525   96.0802   109.125  0.023381 0.0103999
    15      16     23278     23262   96.9115   108.562   0.00739 0.0103115
    16      16     25028     25012   97.6896   109.375  0.002758 0.0102302
    17      16     26723     26707   98.1739   105.938  0.009071  0.010181
    18      15     28464     28449   98.7677   108.875  0.003261 0.0101188
    19      16     30239     30223   99.4043   110.875  0.018741 0.0100547
2014-11-25 17:31:00.397660min lat: 0.001755 max lat: 1.01267 avg lat: 0.0100058
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16     31986     31970   99.8928   109.188  0.016629 0.0100058
    21      16     33760     33744   100.415   110.875  0.0070010.00995356
    22      16     35532     35516   100.884    110.75  0.006096 0.0099076
    23      16     37296     37280   101.291    110.25  0.0035940.00986792
    24      16     39069     39053   101.687   110.812  0.0057130.00982891
    25      16     40825     40809   102.009    109.75  0.0051460.00979918
    26      16     42574     42558   102.289   109.312  0.0061750.00977211
    27      16     44332     44316    102.57   109.875  0.003959 0.0097446
    28      16     46074     46058   102.795   108.875  0.0041130.00972363
    29      16     47789     47773   102.946   107.188   0.002720.00970978
    30      16     49563     49547    103.21   110.875  0.0066430.00968499
    31      16     51326     51310   103.434   110.188  0.0031440.00966331
    32      15     53086     53071   103.641   110.062  0.0029910.00964468
    33      16     54847     54831   103.833       110  0.0208920.00962712
    34      15     56608     56593   104.018   110.125  0.0116220.00961042
    35      16     58365     58349   104.181    109.75  0.0031430.00959501
    36      16     60133     60117   104.356     110.5  0.0046750.00957874
    37      16     61885     61869   104.495     109.5  0.016481 0.0095667
    38      16     63655     63639   104.656   110.625  0.0063270.00955117
    39      16     65395     65379   104.761    108.75  0.0032630.00954171
2014-11-25 17:31:20.400108min lat: 0.001755 max lat: 1.01267 avg lat: 0.00952735
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16     67176     67160   104.924   111.312  0.0027630.00952735
    41      16     68943     68927   105.058   110.438  0.004743 0.0095153
    42      16     70720     70704   105.201   111.062   0.004470.00950197
 Total time run:        42.325697
Total reads made:     71264
Read size:            65536
Bandwidth (MB/sec):    105.232 

Average Latency:       0.00950079
Max latency:           1.01267
Min latency:           0.001755
