   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16      1779      1763   110.156   110.188  0.0027690.00899468
     2      16      2578      2562   80.0444   49.9375  0.0019030.00910175
     3      15      3767      3752   78.1516    74.375  0.002899 0.0127632
     4      15      5514      5499   85.9075   109.188  0.006106 0.0116064
     5      15      7252      7237   90.4482   108.625  0.010507 0.0110379
     6      16      9023      9007   93.8085   110.625  0.030515 0.0106426
     7      16     10768     10752   95.9857   109.062   0.01515 0.0104043
     8      16     12529     12513   97.7436   110.062  0.003205 0.0102196
     9      16     14291     14275   99.1176   110.125  0.010185 0.0100773
    10      16     16011     15995   99.9546     107.5  0.0032630.00999557
    11      16     17772     17756   100.872   110.062  0.0033170.00990304
    12      16     19540     19524   101.673     110.5  0.0116330.00982704
    13      16     21296     21280   102.294    109.75  0.0041090.00976538
    14      16     23056     23040   102.843       110   0.007410.00971574
    15      16     24817     24801   103.323   110.062  0.0091080.00967055
    16      16     26569     26553   103.709     109.5  0.0114960.00963598
    17      16     28296     28280   103.956   107.938   0.003520.00961321
    18      16     30055     30039   104.288   109.938  0.0129830.00958304
    19      16     31819     31803   104.601    110.25  0.0069730.00955455
2014-11-25 17:37:53.419083min lat: 0.001825 max lat: 0.937648 avg lat: 0.00953141
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      15     33570     33555   104.845     109.5  0.0225290.00953141
    21      16     35323     35307   105.066     109.5  0.005885 0.0095133
    22      16     37088     37072   105.304   110.312  0.0028360.00949117
    23      16     38858     38842   105.535   110.625  0.0031080.00947068
    24      16     40611     40595   105.702   109.562  0.0244120.00945503
    25      16     42388     42372   105.916   111.062  0.0107950.00943716
    26      16     44151     44135    106.08   110.188  0.0136680.00942289
    27      16     45916     45900   106.236   110.312  0.0030320.00940843
    28      16     47664     47648   106.343    109.25  0.0063230.00939966
    29      16     49406     49390    106.43   108.875  0.0212190.00939172
    30      16     51165     51149   106.546   109.938  0.0030750.00938168
    31      16     52941     52925    106.69       111   0.011250.00936932
    32      16     54682     54666   106.756   108.812  0.0164170.00936345
    33      16     56461     56445   106.889   111.188   0.008740.00935166
    34      16     58233     58217   107.003    110.75  0.0053110.00934212
    35      15     59991     59976   107.086   109.938   0.006590.00933488
    36      15     61765     61750   107.191   110.875  0.013578  0.009326
    37      16     63537     63521   107.285   110.688  0.0127920.00931776
    38      16     65274     65258   107.318   108.562  0.0028060.00931451
    39      16     67030     67014    107.38    109.75  0.0031320.00930885
2014-11-25 17:38:13.421610min lat: 0.001825 max lat: 0.937648 avg lat: 0.00930076
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16     68805     68789   107.469   110.938   0.005210.00930076
 Total time run:        40.906412
Total reads made:     70363
Read size:            65536
Bandwidth (MB/sec):    107.506 

Average Latency:       0.00929981
Max latency:           0.937648
Min latency:           0.001825
