   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16       439       423   13.2149   13.2188  0.002081 0.0320018
     2      16      1762      1746   27.2753   41.3438  0.006051 0.0183021
     3      16      2772      2756   28.7029   31.5625  0.001391 0.0169374
     4      16      3241      3225    25.191   14.6562  0.003612 0.0197168
     5      16      3638      3622   22.6338   12.4062  0.001426 0.0218619
     6      15      4179      4164   21.6841   16.9375  0.006365 0.0230083
     7      16      4626      4610   20.5773   13.9375  0.001391 0.0242451
     8      16      4994      4978   19.4425      11.5  0.002294 0.0256477
     9      16      7256      7240   25.1354   70.6875  0.002477 0.0198832
    10      16      8812      8796   27.4837    48.625  0.001469 0.0180964
    11      15      9851      9836   27.9393      32.5  0.005143 0.0178879
    12      16     11472     11456   29.8291    50.625  0.017335 0.0167509
    13      16     13157     13141   31.5845   52.6562  0.025637 0.0157989
    14      16     14505     14489    32.337    42.125  0.002039 0.0154401
    15      16     15899     15883    33.085   43.5625  0.037244 0.0149467
    16      16     15899     15883   31.0172         0         - 0.0149467
    17      16     15998     15982   29.3747   1.54688  0.001652 0.0169981
    18      16     16909     16893   29.3242   28.4688    0.0014 0.0170303
    19      16     18115     18099   29.7641   37.6875  0.001581 0.0167842
2014-11-23 08:54:17.130764min lat: 0.001279 max lat: 2.12559 avg lat: 0.0150654
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16     21254     21238   33.1797   98.0938  0.006528 0.0150654
    21      16     24797     24781   36.8712   110.719  0.003728 0.0135571
    22      15     28326     28311   40.2088   110.312  0.005847  0.012432
    23      16     31395     31379   42.6285    95.875  0.003303 0.0117261
    24      16     34947     34931   45.4767       111  0.006159 0.0109918
    25      15     38359     38344   47.9233   106.656  0.006481 0.0104307
    26      16     41765     41749   50.1721   106.406  0.005622 0.0099632
    27      16     45235     45219   52.3296   108.438  0.0060020.00955225
    28      16     48785     48769   54.4222   110.938  0.0053590.00918504
    29      16     52232     52216   56.2595   107.719  0.0067280.00888497
    30      16     55679     55663   57.9743   107.719  0.005664 0.0086221
    31      16     59222     59206   59.6752   110.719   0.004980.00837648
    32      16     62629     62613   61.1371   106.469  0.0067360.00817601
    33      16     66125     66109   62.5946    109.25  0.0114030.00798517
    34      15     69641     69626   63.9857   109.906  0.0020730.00781209
    35      15     73020     73005   65.1742   105.594  0.0107020.00766945
    36      16     76538     76522   66.4163   109.906  0.0068630.00752621
    37      16     80015     79999   67.5576   108.656   0.005610.00739912
    38      16     83495     83479   68.6412    108.75  0.0027060.00728216
    39      15     87001     86986   69.6909   109.594  0.0021440.00717258
2014-11-23 08:54:37.133334min lat: 0.001279 max lat: 2.12559 avg lat: 0.0070782
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      15     90420     90405   70.6194   106.844  0.002425 0.0070782
    41      16     93873     93857   71.5277   107.875  0.0051410.00698843
 Total time run:        41.775168
Total reads made:     96538
Read size:            32768
Bandwidth (MB/sec):    72.215 

Average Latency:       0.00692207
Max latency:           2.12559
Min latency:           0.001279
