 Maintaining 16 concurrent writes of 8192 bytes for up to 300 seconds or 0 objects
 Object prefix: benchmark_data_aac91394a5b2_1606
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16      2782      2766   21.6048   21.6094  0.0049860.00575846
     2      16      4930      4914   19.1918   16.7812  0.0019820.00585414
     3      16      7396      7380   19.2157   19.2656  0.0026870.00649465
     4      16      8710      8694    16.978   10.2656  0.0025130.00694927
     5      16      8764      8748   13.6668  0.421875  0.004264 0.0077737
     6      16      9449      9433   12.2808   5.35156  0.003698 0.0101671
     7      16     11704     11688   13.0429   17.6172  0.0072590.00957505
     8      15     14353     14338   14.0001   20.7031  0.0031490.00892225
     9      16     16440     16424   14.2551   16.2969  0.0114310.00875877
    10      16     17014     16998    13.278   4.48438  0.0023580.00872128
    11      16     17049     17033   12.0958  0.273438  0.0025640.00927534
    12      16     17131     17115   11.1412  0.640625  0.002076 0.0106545
    13      16     17142     17126   10.2908 0.0859375  0.002028 0.0111785
    14      16     17182     17166   9.57809    0.3125  0.003333  0.012247
    15      16     17228     17212   8.96351  0.359375  0.002246 0.0132433
    16      16     17246     17230    8.4121  0.140625   1.36803 0.0139603
    17      16     17264     17248   7.92554  0.140625  0.004282 0.0148697
    18      16     17331     17315   7.51432  0.523438  0.002103 0.0164736
    19      16     17355     17339    7.1287    0.1875  0.002985 0.0169887
2014-11-25 06:34:23.656495min lat: 0.00173 max lat: 3.20293 avg lat: 0.0175276
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16     17369     17353   6.77775  0.109375  0.002478 0.0175276
    21      16     17461     17445   6.48922   0.71875  0.002008 0.0186883
    22      16     17507     17491   6.21059  0.359375   0.00201 0.0194109
    23      16     17507     17491   5.94057         0         - 0.0194109
    24      16     17575     17559   5.71518  0.265625  0.002086 0.0210094
    25      16     17628     17612   5.50314  0.414062  0.001996 0.0219355
    26      16     17644     17628   5.29629     0.125  0.002575 0.0228814
    27      16     17734     17718   5.12618  0.703125  0.002245 0.0240768
    28      16     17759     17743   4.95007  0.195312  0.002257 0.0242333
    29      16     17769     17753   4.78208  0.078125   2.03954 0.0245312
    30      16     17883     17867   4.65236  0.890625  0.002506 0.0263709
    31      16     17915     17899   4.51035      0.25  0.001764 0.0269035
    32      16     17962     17946   4.38088  0.367188  0.002131 0.0281114
    33      16     17997     17981   4.25641  0.273438   0.00223 0.0286007
    34      16     18004     17988   4.13283 0.0546875  0.002359 0.0289414
    35      16     18057     18041   4.02658  0.414062  0.319342 0.0303237
    36      16     18117     18101   3.92775   0.46875  0.001718   0.03117
    37      16     18126     18110    3.8235 0.0703125  0.002185 0.0315598
    38      16     18199     18183   3.73789  0.570312  0.689856 0.0328622
    39      16     18214     18198   3.64505  0.117188  0.001994  0.033095
2014-11-25 06:34:43.658426min lat: 0.001718 max lat: 3.20293 avg lat: 0.0338343
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16     18230     18214   3.55705     0.125  0.003135 0.0338343
    41      16     18265     18249   3.47696  0.273438  0.002216 0.0352357
    42      16     18296     18280   3.39994  0.242188   0.00341 0.0360994
    43      16     18302     18286   3.32196  0.046875  0.001995 0.0361964
    44      16     18352     18336   3.25534  0.390625  0.002252 0.0376209
    45      16     18390     18374    3.1896  0.296875  0.002073 0.0384451
    46      16     18408     18392   3.12332  0.140625  0.002254 0.0390692
    47      16     18408     18392   3.05686         0         - 0.0390692
    48      16     18408     18392   2.99318         0         - 0.0390692
    49      16     18408     18392   2.93209         0         - 0.0390692
    50      16     18408     18392   2.87345         0         - 0.0390692
    51      16     18408     18392   2.81711         0         - 0.0390692
    52      16     18408     18392   2.76294         0         - 0.0390692
    53      16     18408     18392   2.71081         0         - 0.0390692
    54      16     18408     18392   2.66061         0         - 0.0390692
    55      16     18448     18432   2.61792 0.0347222  0.001982 0.0449755
    56      16     19955     19939   2.78139   11.7734  0.002571 0.0449367
    57      16     22824     22808   3.12578   22.4141  0.006586 0.0399858
    58      16     23741     23725   3.19539   7.16406  0.002009 0.0386537
    59      15     24523     24508    3.2449   6.11719  0.003437  0.038516
2014-11-25 06:35:03.660422min lat: 0.001718 max lat: 11.0721 avg lat: 0.0381444
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    60      16     25182     25166   3.27648   5.14062  0.002892 0.0381444
    61      16     25825     25809   3.30511   5.02344  0.002007 0.0374922
    62      16     26066     26050   3.28217   1.88281  0.002252 0.0376532
    63      16     26066     26050   3.23007         0         - 0.0376532
    64      16     26066     26050    3.1796         0         - 0.0376532
    65      16     26150     26134   3.14078   0.21875  0.003569 0.0397955
    66      16     28746     28730   3.40045   20.2812  0.001935 0.0367446
    67      16     29624     29608   3.45206   6.85938  0.001992 0.0360869
    68      16     29624     29608   3.40129         0         - 0.0360869
    69      16     29624     29608     3.352         0         - 0.0360869
    70      16     30926     30910   3.44941   3.39062  0.003652  0.036233
    71      16     32729     32713    3.5992   14.0859  0.004269 0.0347206
    72      16     34101     34085   3.69807   10.7188  0.422346 0.0336207
    73      16     35659     35643   3.81413   12.1719  0.002372 0.0326807
    74      16     35996     35980   3.79816   2.63281  0.002244 0.0326417
    75      16     36806     36790   3.83188   6.32812  0.002489  0.032408
    76      16     36806     36790   3.78147         0         -  0.032408
    77      16     36806     36790   3.73236         0         -  0.032408
    78      16     36806     36790    3.6845         0         -  0.032408
    79      16     36806     36790   3.63787         0         -  0.032408
2014-11-25 06:35:23.662701min lat: 0.001718 max lat: 11.0721 avg lat: 0.032408
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    80      16     36806     36790   3.59239         0         -  0.032408
    81      16     36856     36840   3.55286 0.0651042  0.002226 0.0343587
    82      16     36856     36840   3.50953         0         - 0.0343587
    83      16     36856     36840   3.46725         0         - 0.0343587
    84      16     36908     36892   3.43081  0.135417  0.002009 0.0361957
    85      16     37010     36994   3.39982  0.796875  0.001992 0.0363668
    86      16     37010     36994   3.36029         0         - 0.0363668
    87      16     37010     36994   3.32167         0         - 0.0363668
    88      16     37082     37066   3.29031    0.1875  0.002595 0.0376953
    89      16     37164     37148   3.26054  0.640625  0.001817 0.0381728
    90      16     37366     37350   3.24184   1.57812  0.001746  0.038345
    91      16     37912     37896   3.25309   4.26562  0.002233 0.0382865
    92      16     38568     38552   3.27343     5.125  0.001989 0.0380963
    93      16     38927     38911   3.26838   2.80469   0.00199  0.037955
    94      16     39004     38988   3.24001  0.601562     0.002 0.0382344
    95      16     39017     39001   3.20698  0.101562  0.001999 0.0383302
    96      16     39017     39001   3.17357         0         - 0.0383302
    97      16     39017     39001   3.14085         0         - 0.0383302
    98      16     39017     39001    3.1088         0         - 0.0383302
    99      16     39596     39580   3.12309   1.13086  0.002232 0.0399757
2014-11-25 06:35:43.664908min lat: 0.001718 max lat: 11.0721 avg lat: 0.0399757
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   100      16     39596     39580   3.09186         0         - 0.0399757
   101      16     39728     39712   3.07145  0.515625  0.002763 0.0403379
   102      16     39728     39712   3.04134         0         - 0.0403379
   103      16     39728     39712   3.01181         0         - 0.0403379
   104      16     39728     39712   2.98285         0         - 0.0403379
   105      16     39744     39728   2.95564   0.03125   0.00201 0.0408321
   106      16     39841     39825    2.9349  0.757812  0.002105 0.0423732
   107      16     39969     39953   2.91682         1  0.002207  0.042789
   108      16     40220     40204   2.90796   1.96094  0.002226 0.0429069
   109      16     40466     40450   2.89892   1.92188  0.003248 0.0429109
   110      16     40483     40467   2.87377  0.132812  0.003521 0.0430472
   111      16     40675     40659   2.86139       1.5   0.00252 0.0434471
   112      16     40675     40659   2.83584         0         - 0.0434471
   113      16     40675     40659   2.81075         0         - 0.0434471
   114      16     40675     40659   2.78609         0         - 0.0434471
