   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16      2170      2154   67.2954   67.3125  0.0016880.00449344
     2      16      2246      2230   34.8369     2.375  0.001963 0.0143185
     3      16      5793      5777   60.1672   110.844  0.0025790.00829892
     4      16      9336      9320   72.8013   110.719   0.007440.00686036
     5      16     12860     12844   80.2632   110.125  0.0040220.00622283
     6      16     16374     16358   85.1857   109.812  0.0026890.00586483
     7      16     19921     19905    88.849   110.844  0.0034560.00562349
     8      16     21924     21908    85.566   62.5938  0.0016680.00550898
     9      16     21924     21908   76.0589         0         -0.00550898
    10      16     21924     21908   68.4531         0         -0.00550898
    11      15     22316     22301   63.3466   4.09375  0.0024930.00788868
    12      16     25861     25845   67.2958    110.75  0.0036840.00742576
    13      15     29413     29398    70.659   111.031  0.0026110.00707266
    14      16     32958     32942   73.5215    110.75  0.003018 0.0067973
    15      16     36507     36491   76.0129   110.906  0.0021180.00657461
    16      16     40021     40005   78.1245   109.812  0.0031870.00639707
    17      16     40686     40670   74.7512   20.7812  0.0013890.00636381
    18      16     40686     40670   70.5984         0         -0.00636381
    19      15     43758     43743   71.9363   48.0156  0.0044530.00694748
2014-11-25 06:56:41.330782min lat: 0.001342 max lat: 3.37101 avg lat: 0.00676428
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16     47311     47295   73.8888       111  0.0036520.00676428
 Total time run:        20.401029
Total reads made:     48708
Read size:            32768
Bandwidth (MB/sec):    74.610 

Average Latency:       0.00669961
Max latency:           3.37101
Min latency:           0.001342
