   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      15      1523      1508   94.2263     94.25  0.003421 0.0105239
     2      16      2781      2765   86.3883   78.5625  0.011676 0.0115404
     3      16      3838      3822   79.6107   66.0625  0.002143 0.0124568
     4      16      4835      4819   75.2846   62.3125    0.0017 0.0131799
     5      16      5689      5673   70.9015    53.375   0.00172 0.0134709
     6      16      6988      6972   72.6142   81.1875  0.002109 0.0136989
     7      16      7461      7445   66.4637   29.5625  0.002241 0.0146336
     8      16      7631      7615   59.4839    10.625  0.001839 0.0156869
     9      16      8005      7989   55.4716    23.375   0.00202 0.0179942
    10      16      8231      8215   51.3368    14.125    0.0018 0.0192475
    11      16      8521      8505   48.3174    18.125   0.00187 0.0202856
    12      16      8904      8888   46.2856   23.9375  0.001753 0.0212089
    13      16      9244      9228   44.3596     21.25  0.001695 0.0223499
    14      16      9551      9535   42.5615   19.1875  0.004905 0.0234811
    15      16      9845      9829   40.9489    18.375  0.002671 0.0243253
    16      16     10147     10131   39.5692    18.875  0.001726 0.0249973
    17      16     10505     10489   38.5576    22.375  0.001985 0.0258089
    18      16     10700     10684   37.0926   12.1875  0.001912 0.0264294
    19      16     11013     10997   36.1698   19.5625  0.001793 0.0273108
2014-11-25 12:09:45.089534min lat: 0.001685 max lat: 0.851358 avg lat: 0.0281693
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16     11258     11242   35.1269   15.3125  0.380022 0.0281693
    21      16     11690     11674   34.7397        27  0.001747 0.0286018
    22      16     11854     11838   33.6265     10.25   0.00199 0.0291129
    23      16     12146     12130   32.9579     18.25   0.00195 0.0299913
    24      16     12457     12441   32.3945   19.4375  0.016409   0.03086
    25      16     12743     12727   31.8136    17.875  0.001699 0.0313983
    26      16     12911     12895   30.9938      10.5  0.001889 0.0319655
    27      15     13239     13224   30.6074   20.5625  0.003593 0.0326622
    28      16     13603     13587   30.3244   22.6875   0.00197  0.032886
    29      16     13820     13804   29.7464   13.5625  0.002542 0.0332124
    30      16     14097     14081   29.3318   17.3125  0.477781 0.0337882
    31      16     14415     14399   29.0267    19.875  0.001944 0.0340689
    32      16     14608     14592   28.4965   12.0625   0.00246 0.0350466
    33      16     14955     14939   28.2901   21.6875  0.002089 0.0352744
    34      16     15258     15242    28.015   18.9375  0.001857 0.0351071
    35      16     15489     15473    27.627   14.4375  0.001796  0.035646
    36      16     16358     16342   28.3681   54.3125  0.002239 0.0347613
    37      16     16358     16342   27.6014         0         - 0.0347613
    38      16     16386     16370   26.9211     0.875  0.003989 0.0368345
    39      16     16668     16652   26.6827    17.625  0.001843 0.0372985
2014-11-25 12:10:05.091893min lat: 0.00165 max lat: 2.5878 avg lat: 0.0376771
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16     16927     16911   26.4202   16.1875  0.214596 0.0376771
    41      16     17210     17194   26.2072   17.6875  0.002038 0.0376863
    42      16     17477     17461   25.9805   16.6875  0.001932 0.0383623
    43      16     17850     17834   25.9184   23.3125  0.001842 0.0385308
    44      16     18214     18198   25.8463     22.75  0.001948 0.0385896
    45      16     18585     18569   25.7872   23.1875  0.001999 0.0387415
    46      16     18758     18742   25.4616   10.8125  0.001821 0.0390255
    47      16     19007     18991   25.2509   15.5625  0.001984 0.0393962
    48      16     19233     19217   25.0191    14.125  0.002207 0.0398869
    49      16     19730     19714   25.1424   31.0625  0.001857 0.0395149
    50      16     19985     19969   24.9582   15.9375  0.001829 0.0399103
 Total time run:        50.472599
Total reads made:     20572
Read size:            65536
Bandwidth (MB/sec):    25.474 

Average Latency:       0.0392519
Max latency:           2.5878
Min latency:           0.00165
