 Maintaining 16 concurrent writes of 1048576 bytes for up to 300 seconds or 0 objects
 Object prefix: benchmark_data_39411e8678a7_23460
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16        92        76   75.9742        76  0.070694  0.157444
     2      16       176       160   79.9806        84  0.065669  0.182261
     3      16       260       244   81.3161        84  0.044737  0.191867
     4      16       336       320   79.9844        76  0.041461  0.177296
     5      16       379       363   72.5866        43  0.312676  0.212881
     6      16       463       447   74.4869        84  0.069579  0.210706
     7      16       550       534   76.2728        87  0.062564  0.203885
     8      16       632       616   76.9872        82  0.058304  0.202379
     9      16       707       691   76.7652        75    0.0967  0.199217
    10      16       718       702   70.1887        11  0.064971  0.197448
    11      16       811       795   72.2613        93  0.063871  0.216734
    12      16       895       879   73.2386        84  0.051259  0.215142
    13      16       976       960   73.8348        81  0.285732  0.214214
    14      16      1069      1053   75.2028        93  0.118835  0.210228
    15      16      1090      1074    71.589        21  0.702826  0.214023
    16      16      1178      1162   72.6139        88  0.054034   0.21852
    17      16      1255      1239   72.8713        77  0.072491  0.217279
    18      16      1342      1326   73.6557        87  0.129542  0.215141
    19      16      1401      1385    72.884        59  0.038498   0.21415
2014-11-26 03:14:41.431244min lat: 0.036045 max lat: 2.05798 avg lat: 0.216721
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16      1410      1394   69.6898         9  0.073216  0.216721
    21      16      1500      1484   70.6563        90  0.312812  0.224825
    22      16      1579      1563   71.0351        79   0.10154  0.223173
    23      15      1657      1642    71.381        79  0.065696  0.221986
    24      16      1745      1729   72.0312        87  0.059379  0.220456
    25      16      1825      1809   72.3494        80  0.071466  0.220049
    26      16      1896      1880   72.2972        71  0.059309  0.218416
    27      16      1934      1918   71.0267        38  0.061219  0.224168
    28      16      2006      1990   71.0612        72  0.163556  0.224083
    29      16      2044      2028    69.921        38  0.206735  0.221956
    30      16      2132      2116   70.5232        88   0.06261  0.225927
    31      16      2213      2197   70.8609        81   0.08189  0.224298
    32      16      2249      2233   69.7714        36  0.056138  0.224148
    33      16      2249      2233   67.6571         0         -  0.224148
    34      16      2249      2233   65.6673         0         -  0.224148
    35      16      2249      2233   63.7912         0         -  0.224148
    36      16      2253      2237   62.1304         1    4.7882  0.232361
    37      16      2348      2332   63.0184        95   0.07644  0.252592
    38      16      2415      2399    63.123        67  0.157915  0.251998
    39      16      2425      2409   61.7607        10  0.036488    0.2512
2014-11-26 03:15:01.433803min lat: 0.035366 max lat: 5.20316 avg lat: 0.2512
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16      2425      2409   60.2167         0         -    0.2512
    41      16      2425      2409    58.748         0         -    0.2512
    42      16      2490      2474   58.8967   21.6667  0.071808  0.269451
    43      16      2571      2555   59.4105        81  0.192853  0.268521
    44      16      2652      2636   59.9009        81  0.073736  0.265518
    45      16      2735      2719    60.414        83  0.060013  0.263934
    46      16      2810      2794   60.7308        75  0.077685  0.261813
    47      16      2895      2879    61.247        85  0.119938  0.260606
    48      15      2977      2962   61.6999        83  0.141677  0.258003
    49      16      3052      3036   61.9507        74  0.345026  0.257088
