 Maintaining 16 concurrent writes of 65536 bytes for up to 300 seconds or 0 objects
 Object prefix: benchmark_data_39411e8678a7_17228
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      15       715       700   43.7393     43.75  0.021997  0.022594
     2      16      1458      1442   45.0539    46.375  0.023355 0.0220944
     3      16      2167      2151   44.8051   44.3125    0.0192 0.0222257
     4      16      2869      2853   44.5713    43.875  0.006542 0.0223726
     5      16      3441      3425   42.8062     35.75  0.010654  0.023301
     6      16      3516      3500   36.4532    4.6875  0.015434 0.0232621
     7      16      3516      3500   31.2457         0         - 0.0232621
     8      16      3593      3577   27.9415   2.40625  0.017576 0.0353755
     9      16      3767      3751   26.0451    10.875  0.034744 0.0383274
    10      16      4319      4303   26.8902      34.5  0.027286 0.0371507
    11      16      5111      5095    28.945      49.5    0.0256 0.0345147
    12      16      5875      5859   30.5116     47.75  0.022933 0.0327177
    13      16      6585      6569   31.5776    44.375   0.01681  0.031644
    14      16      7113      7097    31.679        33   0.01785  0.030896
    15      16      7113      7097   29.5671         0         -  0.030896
    16      16      7113      7097   27.7192         0         -  0.030896
    17      16      7176      7160   26.3203    1.3125  0.008554 0.0369615
    18      16      7442      7426   25.7815    16.625  0.009982 0.0384616
    19      16      7621      7605   25.0134   11.1875  0.008046 0.0399396
2014-11-26 02:10:13.514525min lat: 0.004905 max lat: 2.79422 avg lat: 0.0382107
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16      8386      8370    26.153   47.8125  0.026894 0.0382107
    21      16      9175      9159   27.2556   49.3125  0.014101 0.0366692
    22      16      9880      9864   28.0193   44.0625  0.021115 0.0356672
    23      16     10344     10328   28.0618        29  0.005297 0.0350063
    24      16     10344     10328   26.8925         0         - 0.0350063
    25      16     10424     10408   26.0168       2.5  0.018558  0.038092
    26      15     10587     10572   25.4104     10.25  0.029949 0.0393314
    27      16     11219     11203   25.9297   39.4375  0.011191 0.0385448
    28      16     11887     11871   26.4946     41.75  0.006664 0.0377276
    29      16     12658     12642   27.2424   48.1875  0.007814 0.0366968
    30      16     13438     13422   27.9591     48.75  0.020856 0.0357538
    31      16     13475     13459   27.1318    2.3125  0.019189 0.0357156
    32      16     13514     13498   26.3601    2.4375  0.017512 0.0377986
    33      16     13644     13628   25.8075     8.125  0.236965 0.0380594
    34      16     13798     13782   25.3315     9.625  0.017599 0.0386972
    35      16     13933     13917   24.8488    8.4375  0.023801 0.0400267
    36      16     14284     14268   24.7679   21.9375  0.009457 0.0403547
    37      16     15053     15037   25.3973   48.0625  0.005429 0.0393514
    38      16     15469     15453   25.4131        26  0.017935 0.0390364
    39      16     15975     15959   25.5723    31.625  0.018316  0.039088
2014-11-26 02:10:33.516801min lat: 0.004905 max lat: 2.79422 avg lat: 0.0382049
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16     16763     16747   26.1641     49.25  0.011623 0.0382049
    41      16     17509     17493    26.663    46.625  0.022587 0.0374896
    42      16     18173     18157   27.0161      41.5  0.034315 0.0370008
    43      16     18878     18862   27.4124   44.0625  0.017332 0.0363612
    44      16     18878     18862   26.7894         0         - 0.0363612
    45      16     18878     18862   26.1941         0         - 0.0363612
    46      16     18878     18862   25.6247         0         - 0.0363612
    47      16     19328     19312   25.6778   7.03125  0.007868 0.0389273
    48      16     19606     19590   25.5048    17.375  0.006975 0.0391984
    49      15     20372     20357   25.9625   47.9375  0.006367 0.0385083
    50      16     20689     20673   25.8382     19.75  0.014293 0.0382251
    51      16     20689     20673   25.3316         0         - 0.0382251
    52      16     20689     20673   24.8445         0         - 0.0382251
    53      16     20692     20676   24.3792    0.0625  0.019313 0.0385695
    54      16     21314     21298   24.6476    38.875  0.025084  0.040557
    55      16     21877     21861   24.8392   35.1875  0.009445 0.0402478
