 Maintaining 16 concurrent writes of 1048576 bytes for up to 300 seconds or 0 objects
 Object prefix: benchmark_data_aa3eaa203d62_24998
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
     0       0         0         0         0         0         -         0
     1      16        77        61   60.9782        61  0.156204  0.214975
     2      16       144       128   63.9829        67  0.085158  0.221047
     3      16       157       141   46.9896        13  0.054396  0.228215
     4      16       211       195   48.7404        54  0.073625  0.314122
     5      16       277       261   52.1905        66  0.067347  0.291265
     6      16       344       328   54.6572        67  0.270201  0.281443
     7      16       411       395   56.4191        67  0.190976  0.273515
     8      16       469       453   56.6158        58  0.083612  0.275421
     9      16       538       522   57.9907        69  0.237923  0.272049
    10      16       599       583   58.2909        61  0.252684  0.265978
    11      16       612       596   54.1732        13  0.066726  0.267121
    12      16       615       599   49.9089         3   2.12894   0.27608
    13      16       696       680   52.2997        81  0.113215  0.302118
    14      16       724       708   50.5638        28   0.31073  0.298529
    15      16       754       738   49.1927        30  0.152305  0.322642
    16      16       808       792   49.4927        54  0.057157  0.316139
    17      16       866       850   49.9927        58  0.238803  0.317591
    18      16       933       917   50.9368        67  0.106191  0.312971
    19      16      1002       986   51.8871        69  0.128481  0.305086
2014-11-25 21:23:27.923630min lat: 0.047845 max lat: 2.52743 avg lat: 0.302988
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    20      16      1062      1046   52.2923        60  0.118963  0.302988
    21      16      1093      1077   51.2782        31  0.723463  0.305051
    22      16      1111      1095   49.7655        18   1.57549  0.313469
    23      16      1131      1115   48.4712        20   1.08222  0.319912
    24      15      1149      1134   47.2432        19   1.34126  0.335593
    25      16      1208      1192   47.6731        58  0.382001   0.33431
    26      16      1242      1226    47.147        34  0.761405  0.331636
    27      16      1260      1244   46.0675        18  0.995625  0.336987
    28      16      1271      1255    44.815        11   2.50228  0.341607
    29      16      1302      1286   44.3385        31  0.051147  0.355367
    30      16      1319      1303   43.4272        17   0.41571  0.359765
    31      16      1336      1320   42.5747        17  0.077031  0.363381
    32      16      1373      1357   42.4003        37  0.182334  0.375331
    33      16      1381      1365   41.3578         8  0.163987  0.374691
    34      16      1461      1445   42.4941        80   0.11273  0.374109
    35      16      1529      1513   43.2226        68  0.123879  0.367928
    36      16      1595      1579    43.855        66  0.728922  0.362292
